Symbol,log2FoldChange,padj,Direction,Comparison,ndeg,ddeg,idx,degvcount,virus.x,gestation.x,signcon,randomSummary,randomP,rank,virus.y,gestation.y,Shared_between_3,Shared_between_rem_vote
BEND6,-3.96034061038313,0.041784298396017,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-4.43406675256372,0.00121580922041136,1342,HIV,Early/mid,FALSE,FALSE
VPS37D,-3.35612355798268,0.0417901265710666,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-3.49986052307957,0.00253956113700037,1769,HIV,Early/mid,FALSE,FALSE
DERL3,-2.22156267541467,0.0418236419699511,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-2.67548551456983,0.0199316104507784,3597,HIV,Early/mid,FALSE,FALSE
TAC3,-5.51711196203321,0.041875706198095,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-5.9751985836211,0.000156899699438841,603,HIV,Early/mid,FALSE,FALSE
PDIA2,-7.41635589179721,0.041912175333368,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-7.92666992737242,4.06780875906061E-05,220,HIV,Early/mid,FALSE,FALSE
FAM171B,-3.116781751779,0.0419279226698673,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-3.80404643614046,0.00124536149331192,1440,HIV,Early/mid,FALSE,FALSE
NFKBIZ,-2.156414940175,0.042035304830581,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-2.10103667451678,0.011350709785134,2954,HIV,Early/mid,FALSE,FALSE
KCNK4,-4.93269567752545,0.0421710566046141,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-6.54957120693113,0.00107204131512062,1021,HIV,Early/mid,FALSE,FALSE
SHF,-2.04693867867929,0.0421710566046141,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-2.06375527149876,0.021451847907318,3695,HIV,Early/mid,FALSE,FALSE
BBOF1,-2.20147604449766,0.0422399092356101,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-2.18512072623476,0.00867245758221938,2682,HIV,Early/mid,FALSE,FALSE
FRAS1,-5.05497488016215,0.0423929031188892,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-6.80412627189391,0.00116906302712515,1025,HIV,Early/mid,FALSE,FALSE
TH,-6.32197867146575,0.0423957918859593,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-6.19492834370213,0.00268540501485142,1462,HIV,Early/mid,FALSE,FALSE
FXYD3,-6.12826135304609,0.04245643546352,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-7.32803485928826,0.000110807730039441,394,HIV,Early/mid,FALSE,FALSE
PCDHB5,-4.33203076727275,0.0424821099574736,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-6.16197081405373,0.00491230265998925,1958,HIV,Early/mid,FALSE,FALSE
TANC1,-3.79033173270919,0.0426073982600832,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-4.50430899869058,0.000116378508964373,802,HIV,Early/mid,FALSE,FALSE
TPPP,-3.10585051353349,0.0426396223904072,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-3.05097051509619,0.0009669460572507,1522,HIV,Early/mid,FALSE,FALSE
NCKAP1,-3.425479105732,0.0428027523392722,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-4.47279685154367,0.00105541143180754,1300,HIV,Early/mid,FALSE,FALSE
MEFV,2.17176319071527,0.0428445504332923,Upregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
IL17D,-3.07800994870696,0.0428671344674521,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-3.11245482515286,0.00236614759070921,1803,HIV,Early/mid,FALSE,FALSE
GPR173,-5.1783713031389,0.0428865519660549,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-6.23646099680794,0.000653502634269913,897,HIV,Early/mid,FALSE,FALSE
WNT11,-4.05825281769591,0.0430390932836387,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-4.60544642032507,0.000677898356275114,1143,HIV,Early/mid,FALSE,FALSE
CCDC150,-2.12528527250648,0.0431210619175208,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-2.06039902904039,0.0250759575979014,3934,HIV,Early/mid,FALSE,FALSE
SCARA3,-4.88509459508824,0.0431400955501302,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-6.60340490775982,0.000270468284846767,636,HIV,Early/mid,FALSE,FALSE
MARVELD2,-2.91230697167264,0.0431400955501302,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-3.19809960470588,0.00157420391845998,1634,HIV,Early/mid,FALSE,FALSE
DNAAF11,-2.10713533855083,0.0431400955501302,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-2.07291058021222,0.0185549729693063,3524,HIV,Early/mid,FALSE,FALSE
TFPI,-2.6964418770532,0.0431595622287457,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-2.7014726066195,0.000430566216732705,1444,HIV,Early/mid,FALSE,FALSE
ADRA2C,-3.78668455079661,0.0433768731636958,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-5.25123606930115,0.000566369851814556,984,HIV,Early/mid,FALSE,FALSE
MUC15,-7.21335267999281,0.0433860850433122,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-7.41992806777707,7.00539913183623E-05,319,HIV,Early/mid,FALSE,FALSE
TSPYL2,-2.65307987353477,0.0434001310213515,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-3.0532378222707,0.00119964398496567,1577,HIV,Early/mid,FALSE,FALSE
ALDH8A1,-2.39207485333781,0.0436511283426749,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-2.80076388983678,0.0305684813184263,4180,HIV,Early/mid,FALSE,FALSE
IL13RA2,2.76745618664275,0.0436996209735392,Upregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
ABLIM1,-3.79703700777381,0.0437498611416318,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-5.31385053953372,0.000701664081769422,1035,HIV,Early/mid,FALSE,FALSE
ITGB7,2.5384722385864,0.0437621975148368,Upregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,3,2.32537665814742,0.0416929583218077,4656,HIV,Early/mid,FALSE,FALSE
TRIM29,-4.42247352851357,0.0437688318084871,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-5.65693567056411,0.000993830066820845,1097,HIV,Early/mid,FALSE,FALSE
RASL11B,-3.6990812663835,0.0438369021136793,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-5.77171532812408,0.0104239855744073,2878,HIV,Early/mid,FALSE,FALSE
FLT4,-4.21278470352438,0.0440415428051432,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-5.47443241212376,0.00375401704339512,1768,HIV,Early/mid,FALSE,FALSE
TRABD2B,-4.95487266243046,0.0440580519433577,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-6.10239709134298,0.000585914182690317,883,HIV,Early/mid,FALSE,FALSE
PTN,-5.39733346717889,0.0440663721216337,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-6.31474597246069,5.13647170573721E-05,385,HIV,Early/mid,FALSE,FALSE
UNC79,-2.76212893019769,0.0440735233638653,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-2.84827063867577,0.00931766227677377,2752,HIV,Early/mid,FALSE,FALSE
GALNT13,-5.45413590978414,0.0441326947729721,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-7.3949278693619,0.000640233687662971,779,HIV,Early/mid,FALSE,FALSE
FAM83E,-4.99589730842548,0.0441326947729721,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-5.45027742761032,0.00263347883629992,1517,HIV,Early/mid,FALSE,FALSE
TRIL,-4.81920468610381,0.0441638470423577,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-4.73702819144773,0.000549206280971002,1064,HIV,Early/mid,FALSE,FALSE
EPS8L2,-3.6241168106974,0.0445903531445837,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-4.9076760556036,0.00114217778294761,1251,HIV,Early/mid,FALSE,FALSE
C16orf89,-3.80918990297854,0.0446186878494146,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-4.40678088547928,0.00261811112797953,1640,HIV,Early/mid,FALSE,FALSE
ARHGAP28,-6.43811341470999,0.0446427989118477,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-7.35863429616171,2.76229134730246E-05,217,HIV,Early/mid,FALSE,FALSE
SMAGP,-2.21747549436774,0.0446427989118477,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-2.45612577512882,0.00833175927346585,2653,HIV,Early/mid,FALSE,FALSE
PTP4A3,-3.35345245792067,0.0449382291840363,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-3.25917530143737,0.0010037621698756,1473,HIV,Early/mid,FALSE,FALSE
PCDHB8,-4.33160252109135,0.0450410393527334,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-4.54635535524056,0.00166075781113517,1419,HIV,Early/mid,FALSE,FALSE
CFI,-4.26403579777605,0.0450459840152766,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-5.83875479653468,0.00043175771451566,844,HIV,Early/mid,FALSE,FALSE
NPW,-3.98326811257308,0.0450728009239512,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-5.64766663742789,0.00192003380775889,1355,HIV,Early/mid,FALSE,FALSE
TSPAN10,-2.69772615365246,0.0451753693701389,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-2.98971637253797,0.00568348814568307,2277,HIV,Early/mid,FALSE,FALSE
XYLT1,-2.12020169049498,0.0451753693701389,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-2.43604925647155,0.00470376882743672,2182,HIV,Early/mid,FALSE,FALSE
SULT1A2,-3.16251489547063,0.0451775271943061,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-3.35495295302552,0.0174069047335638,3443,HIV,Early/mid,FALSE,FALSE
PLPPR4,-4.90272054508602,0.045215855558823,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-6.66836947950629,0.0018925987750065,1253,HIV,Early/mid,FALSE,FALSE
PLEKHS1,2.56025522192651,0.045215855558823,Upregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
GRAMD2A,-4.9623516831077,0.0453790453192554,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-6.59152058468673,0.0014015500960916,1122,HIV,Early/mid,FALSE,FALSE
CFAP300,-5.40086253721983,0.0455213986532133,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-5.77513527607788,8.99310634776075E-05,546,HIV,Early/mid,FALSE,FALSE
RHOB,-2.367142083982,0.0455213986532133,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-2.32433164726682,0.00389817532142956,2108,HIV,Early/mid,FALSE,FALSE
ERVFRD-1,-6.67171466841778,0.0455296245712378,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-7.87307210896441,0.000247527164523666,500,HIV,Early/mid,FALSE,FALSE
SEMA4C,-3.36256169249139,0.0456046513352822,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-4.59891495863028,0.00427381585693469,1926,HIV,Early/mid,FALSE,FALSE
GRTP1,-3.09375840739893,0.045673796720858,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-4.33408449560049,0.0162447927320875,3365,HIV,Early/mid,FALSE,FALSE
P2RY14,-4.79019814969879,0.0456810413705263,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-6.12439197959887,7.26160564523373E-05,470,HIV,Early/mid,FALSE,FALSE
ZFP37,-2.48343652258069,0.0457342477017985,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-2.48272777552831,0.0017729043444191,1837,HIV,Early/mid,FALSE,FALSE
BDH2,-2.39177760899843,0.0457342477017985,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-2.77905456404213,0.0025880062098677,1888,HIV,Early/mid,FALSE,FALSE
ACSM3,-3.26107759139342,0.0457576724251243,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-3.59788659682305,0.00700941178321221,2499,HIV,Early/mid,FALSE,FALSE
TCAF2,-2.64598823243789,0.0457673985178602,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-3.64627281971009,0.00377896440612356,1931,HIV,Early/mid,FALSE,FALSE
ATP6V0A4,-6.75152313285503,0.0458267176353916,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-6.63432814679411,0.000983300061808317,977,HIV,Early/mid,FALSE,FALSE
VANGL2,-4.10270508575355,0.0459853289659484,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-4.17051219597287,0.00289946493489381,1727,HIV,Early/mid,FALSE,FALSE
NPAS1,-2.17590580731989,0.0460491718441802,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-2.11955044809893,0.00667380100836837,2462,HIV,Early/mid,FALSE,FALSE
NGFR,-5.19778866068989,0.0460634548842474,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-6.03248335861558,0.00031235477409584,736,HIV,Early/mid,FALSE,FALSE
SIX5,-3.38999954485442,0.0460634548842474,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-3.77474992688318,0.00106153297639686,1397,HIV,Early/mid,FALSE,FALSE
LRIG1,-2.3804126218389,0.0460634548842474,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-2.72834333522507,0.00221795021748068,1855,HIV,Early/mid,FALSE,FALSE
NUPR1,-2.05257959346748,0.0460634548842474,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-2.02645470470587,0.0157410045919776,3320,HIV,Early/mid,FALSE,FALSE
RASL11A,-2.73737154289353,0.0460982753930513,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-3.01119545525426,0.00340812016113625,1942,HIV,Early/mid,FALSE,FALSE
NACAD,-4.02649104625305,0.0462060099321113,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-4.29955544944633,0.00134667357805536,1383,HIV,Early/mid,FALSE,FALSE
TLN2,-2.11447470149599,0.0464291667296797,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-2.22724362287286,0.0166117331752158,3382,HIV,Early/mid,FALSE,FALSE
GLDN,-3.53831436003825,0.0464912922703163,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-4.58036904209362,0.00724507493521235,2527,HIV,Early/mid,FALSE,FALSE
ASPHD1,-2.28860348007186,0.0464954221251332,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-2.29834032754605,0.0179377777869515,3479,HIV,Early/mid,FALSE,FALSE
CPXM2,-3.68342919568996,0.0465604749206939,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-4.76091918309855,0.000447886586663093,1007,HIV,Early/mid,FALSE,FALSE
SAMD11,-4.73799208083438,0.0466216606158305,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-4.96343238080399,0.00034394607136213,914,HIV,Early/mid,FALSE,FALSE
SERTM2,-3.94709859349757,0.0470247325067433,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-4.95244375670503,0.000813707656015942,1138,HIV,Early/mid,FALSE,FALSE
FSTL1,-3.83460336782336,0.0470526327756221,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-5.29205518773044,0.00207712288148862,1418,HIV,Early/mid,FALSE,FALSE
EMILIN3,-6.85538423045307,0.0471326069600921,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-6.74653926544297,0.000913312580666359,944,HIV,Early/mid,FALSE,FALSE
VCAN,-3.95622131632412,0.047154464352129,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-6.07354669455928,0.00182646964001363,1295,HIV,Early/mid,FALSE,FALSE
HPD,-2.5118112009519,0.0471573696690201,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-2.48205793425096,0.0153635971362965,3284,HIV,Early/mid,FALSE,FALSE
FREM2,-9.66044904598149,0.0471892604381877,Downregulated,HIV_eg_vs_NT_eg,3,-3,-9,0.Down-regulated,HIV,Early/mid,-3,-9.55462158030321,4.47858490445475E-05,145,HIV,Early/mid,TRUE,TRUE
OSBP2,-2.10694594763389,0.0472734041240043,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-2.47537426530909,0.00547040341124394,2289,HIV,Early/mid,FALSE,FALSE
SYCP2L,-4.61104917290404,0.0473245889505468,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-4.43611235809595,0.00264170418729336,1641,HIV,Early/mid,FALSE,FALSE
CAND2,-2.34130104794496,0.0473722699987018,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-2.3513284481612,0.00998632251264844,2823,HIV,Early/mid,FALSE,FALSE
ADAMTS19,-5.95613503558957,0.0474327807315622,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-7.07112502614561,7.63320784111278E-05,359,HIV,Early/mid,FALSE,FALSE
SMAD3,-2.61724620281604,0.047725277112177,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-2.58194144230309,0.00311599567475072,1973,HIV,Early/mid,FALSE,FALSE
TLCD5,-3.4751431909341,0.0477302740482665,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-3.89177041159337,0.000427803854577901,1162,HIV,Early/mid,FALSE,FALSE
CMBL,-3.04353885714659,0.0478646653089738,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-4.17137783950359,0.0029819064462871,1747,HIV,Early/mid,FALSE,FALSE
HOXA11,-3.78027351134432,0.0480603642783952,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-6.09044376764021,0.00283465017981302,1504,HIV,Early/mid,FALSE,FALSE
GAREM1,-2.96025866352845,0.0480607301361114,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-2.9876627280942,0.00567088450077948,2273,HIV,Early/mid,FALSE,FALSE
REEP2,-4.22564004541088,0.0482324761128406,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-4.66461686946963,0.00296821815781866,1684,HIV,Early/mid,FALSE,FALSE
PRSS23,-4.07941495875132,0.0482373347043917,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-5.52437141885118,0.000341790606562999,829,HIV,Early/mid,FALSE,FALSE
ACE,-3.34877746886047,0.0482373347043917,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-4.33480206526083,0.00045338864037429,1093,HIV,Early/mid,FALSE,FALSE
NDNF,-5.77706249954654,0.0483316525458441,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-6.56279384959728,2.15489024177071E-05,258,HIV,Early/mid,FALSE,FALSE
HSD11B1,-3.69215434427566,0.0483316525458441,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-5.13299985929229,0.00069601523873015,1062,HIV,Early/mid,FALSE,FALSE
STON2,-2.04789247448942,0.0483316525458441,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-2.35925353756409,0.00804915718208342,2621,HIV,Early/mid,FALSE,FALSE
ADAMTSL3,-8.23717174962045,0.0483452014280211,Downregulated,HIV_eg_vs_NT_eg,3,-3,-9,0.Down-regulated,HIV,Early/mid,-3,-8.20407324481469,2.24195362728491E-05,141,HIV,Early/mid,TRUE,TRUE
SCN3B,-2.57806602912554,0.0483452014280211,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-2.70106563540076,0.0223476349240244,3755,HIV,Early/mid,FALSE,FALSE
HGD,-2.51480185595507,0.0483452014280211,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-2.56707346020722,0.0120370245010807,3001,HIV,Early/mid,FALSE,FALSE
PGF,-3.22750430371693,0.0483959578221396,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-4.03767232822079,0.000669854425055637,1243,HIV,Early/mid,FALSE,FALSE
RGCC,-2.38805885452867,0.0484601481684339,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-2.35137219664724,0.00350928558583812,2063,HIV,Early/mid,FALSE,FALSE
COL4A4,-5.09069065734684,0.0486465910470203,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-8.43023141118745,0.00285843928359026,1367,HIV,Early/mid,FALSE,FALSE
ASS1,-3.51865356417991,0.0487734770401508,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-5.17959181170997,0.00156098439707213,1326,HIV,Early/mid,FALSE,FALSE
RGPD1,-4.4581194931005,0.048799076815168,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-4.86162493079625,0.000994336994604356,1202,HIV,Early/mid,FALSE,FALSE
TDRP,-4.16727395119928,0.048823519340865,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-5.91115017779894,0.0091011563842692,2721,HIV,Early/mid,FALSE,FALSE
GOLGA8B,-3.62188736092912,0.048823519340865,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-4.39165285326016,0.000408882954478354,1053,HIV,Early/mid,FALSE,FALSE
NAV3,-2.57800662793778,0.048823519340865,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-3.33477922867627,0.00218226115369538,1728,HIV,Early/mid,FALSE,FALSE
LGALSL,-2.55509868917987,0.048823519340865,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-2.64291398596088,0.00250267739533575,1906,HIV,Early/mid,FALSE,FALSE
OBSCN,-2.57109058241051,0.0489628162134088,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-2.94922806167862,0.00163126218045487,1704,HIV,Early/mid,FALSE,FALSE
PLAC1,-5.17695417965677,0.0490596074286825,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-6.00789410521907,2.6470242484799E-05,341,HIV,Early/mid,FALSE,FALSE
AIF1L,-4.70272622171533,0.0490596074286825,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-6.47972063205874,0.00420713888441898,1801,HIV,Early/mid,FALSE,FALSE
RNF43,-6.01671636144095,0.0491486919550088,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-6.28254452600878,0.00108568291277899,1052,HIV,Early/mid,FALSE,FALSE
PLEKHA6,-3.88028706333585,0.0491486919550088,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-5.7084897794225,0.00588265852152552,2205,HIV,Early/mid,FALSE,FALSE
ITGA3,-3.05696852946914,0.0491486919550088,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-2.98529655428776,0.00170970871401361,1713,HIV,Early/mid,FALSE,FALSE
NR4A3,-2.40909625474448,0.0491486919550088,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-2.42548667582209,0.00489530328813469,2209,HIV,Early/mid,FALSE,FALSE
INSL4,-6.78187568780933,0.0493376245872885,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-7.30981857266415,0.000400034432119938,654,HIV,Early/mid,FALSE,FALSE
CEMIP,-3.93326300019951,0.0493376245872885,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-5.90581258195882,0.00603189171204005,2241,HIV,Early/mid,FALSE,FALSE
FBXO32,-2.87223815636386,0.0493376245872885,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-3.59328515550334,0.00131255174353192,1485,HIV,Early/mid,FALSE,FALSE
ANKS1B,-4.07701265715731,0.0494490767966084,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-4.34414677894884,0.00192417516764376,1495,HIV,Early/mid,FALSE,FALSE
PIP5K1B,-3.16190475069653,0.0495484559627649,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-3.31561471497282,0.00216451931923225,1730,HIV,Early/mid,FALSE,FALSE
ROR1,-2.05458924699227,0.0495484559627649,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-2.00444230005781,0.0125111148301484,3048,HIV,Early/mid,FALSE,FALSE
FAM43A,-2.89847043503684,0.0495510555634861,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-3.51224654531945,0.000983462230640647,1431,HIV,Early/mid,FALSE,FALSE
RAPGEF5,-4.56965247133863,0.049655604508171,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-5.62685220471547,0.000927344598053286,1084,HIV,Early/mid,FALSE,FALSE
TRO,-5.18428283632726,0.0496854507354864,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-5.93136338763416,0.000292817031703726,735,HIV,Early/mid,FALSE,FALSE
